Mod:Item:MetaData, Localized Name
minecraft:golden_apple:0, Золотое яблоко
minecraft:golden_apple:1, Золотое яблоко
minecraft:sign, Табличка
minecraft:wooden_door, Деревянная дверь
minecraft:bucket, Ведро
minecraft:water_bucket, Ведро воды
minecraft:lava_bucket, Ведро лавы
minecraft:minecart, Вагонетка
minecraft:saddle, Седло
minecraft:iron_door, Железная дверь
minecraft:redstone, Красная пыль
minecraft:snowball, Снежок
minecraft:boat, Лодка
minecraft:leather, Кожа
minecraft:milk_bucket, Молоко
minecraft:brick, Кирпич
minecraft:clay_ball, Глина
minecraft:reeds, Сахарный тростник
minecraft:paper, Бумага
minecraft:book, Книга
minecraft:slime_ball, Сгусток слизи
minecraft:chest_minecart, Вагонетка с сундуком
minecraft:furnace_minecart, Вагонетка с печью
minecraft:egg, Яйцо
minecraft:compass, Компас
minecraft:fishing_rod, Удочка
minecraft:clock, Часы
minecraft:glowstone_dust, Светящаяся пыль
minecraft:fish:0, Сырая рыба
minecraft:fish:1, Сырой лосось
minecraft:fish:2, Рыба-клоун
minecraft:fish:3, Рыба фугу
minecraft:cooked_fished:0, Приготовленная рыба
minecraft:cooked_fished:1, Приготовленный лосось
minecraft:dye:0, Чернильный мешок
minecraft:dye:1, Красный краситель
minecraft:dye:2, Зеленый краситель
minecraft:dye:3, Какао-бобы
minecraft:dye:4, Лазурит
minecraft:dye:5, Фиолетовый краситель
minecraft:dye:6, Бирюзовый краситель
minecraft:dye:7, Светло-серый краситель
minecraft:dye:8, Серый краситель
minecraft:dye:9, Розовый краситель
minecraft:dye:10, Лаймовый краситель
minecraft:dye:11, Желтый краситель
minecraft:dye:12, Голубой краситель
minecraft:dye:13, Пурпурный краситель
minecraft:dye:14, Оранжевый краситель
minecraft:dye:15, Костная мука
minecraft:bone, Кость
minecraft:sugar, Сахар
minecraft:cake, Торт
minecraft:bed, Кровать
minecraft:repeater, Повторитель
minecraft:cookie, Печенье
minecraft:filled_map:0, Карта
minecraft:shears, Ножницы
minecraft:melon, Арбуз
minecraft:pumpkin_seeds, Семена тыквы
minecraft:melon_seeds, Семена арбуза
minecraft:beef, Сырая говядина
minecraft:cooked_beef, Стейк
minecraft:chicken, Курятина
minecraft:cooked_chicken, Жареная курица
minecraft:rotten_flesh, Гнилая плоть
minecraft:ender_pearl, Жемчуг Эндера
minecraft:blaze_rod, Стержень ифрита
minecraft:ghast_tear, Слеза Гаста
minecraft:gold_nugget, Золотой самородок
minecraft:nether_wart, Адский нарост
minecraft:potion:0, Пузырёк воды
minecraft:potion:8193, Зелье регенерации
minecraft:potion:8225, Зелье регенерации
minecraft:potion:8257, Зелье регенерации
minecraft:potion:16385, Взрывное Зелье регенерации
minecraft:potion:16417, Взрывное Зелье регенерации
minecraft:potion:16449, Взрывное Зелье регенерации
minecraft:potion:8194, Зелье стремительности
minecraft:potion:8226, Зелье стремительности
minecraft:potion:8258, Зелье стремительности
minecraft:potion:16386, Взрывное Зелье стремительности
minecraft:potion:16418, Взрывное Зелье стремительности
minecraft:potion:16450, Взрывное Зелье стремительности
minecraft:potion:8227, Зелье огнестойкости
minecraft:potion:8259, Зелье огнестойкости
minecraft:potion:16419, Взрывное Зелье огнестойкости
minecraft:potion:16451, Взрывное Зелье огнестойкости
minecraft:potion:8196, Зелье отравления
minecraft:potion:8228, Зелье отравления
minecraft:potion:8260, Зелье отравления
minecraft:potion:16388, Взрывное Зелье отравления
minecraft:potion:16420, Взрывное Зелье отравления
minecraft:potion:16452, Взрывное Зелье отравления
minecraft:potion:8261, Лечебное зелье
minecraft:potion:8229, Лечебное зелье
minecraft:potion:16453, Взрывное Лечебное зелье
minecraft:potion:16421, Взрывное Лечебное зелье
minecraft:potion:8230, Зелье ночного зрения
minecraft:potion:8262, Зелье ночного зрения
minecraft:potion:16422, Взрывное Зелье ночного зрения
minecraft:potion:16454, Взрывное Зелье ночного зрения
minecraft:potion:8232, Зелье слабости
minecraft:potion:8264, Зелье слабости
minecraft:potion:16424, Взрывное Зелье слабости
minecraft:potion:16456, Взрывное Зелье слабости
minecraft:potion:8201, Зелье силы
minecraft:potion:8233, Зелье силы
minecraft:potion:8265, Зелье силы
minecraft:potion:16393, Взрывное Зелье силы
minecraft:potion:16425, Взрывное Зелье силы
minecraft:potion:16457, Взрывное Зелье силы
minecraft:potion:8234, Зелье замедления
minecraft:potion:8266, Зелье замедления
minecraft:potion:16426, Взрывное Зелье замедления
minecraft:potion:16458, Взрывное Зелье замедления
minecraft:potion:8268, Зелье вреда
minecraft:potion:8236, Зелье вреда
minecraft:potion:16460, Взрывное Зелье вреда
minecraft:potion:16428, Взрывное Зелье вреда
minecraft:potion:8237, Зелье подводного дыхания
minecraft:potion:8269, Зелье подводного дыхания
minecraft:potion:16429, Взрывное Зелье подводного дыхания
minecraft:potion:16461, Взрывное Зелье подводного дыхания
minecraft:potion:8238, Зелье невидимости
minecraft:potion:8270, Зелье невидимости
minecraft:potion:16430, Взрывное Зелье невидимости
minecraft:potion:16462, Взрывное Зелье невидимости
minecraft:glass_bottle, Пузырёк
minecraft:spider_eye, Паучий глаз
minecraft:fermented_spider_eye, Маринованный паучий глаз
minecraft:blaze_powder, Огненный порошок
minecraft:magma_cream, Сгусток магмы
minecraft:brewing_stand, Варочная стойка
minecraft:cauldron, Котёл
minecraft:ender_eye, Око Эндера
minecraft:speckled_melon, Сверкающий арбуз
minecraft:spawn_egg:50, Призвать существо - Крипер
minecraft:spawn_egg:51, Призвать существо - Скелет
minecraft:spawn_egg:52, Призвать существо - Паук
minecraft:spawn_egg:54, Призвать существо - Зомби
minecraft:spawn_egg:55, Призвать существо - Слизень
minecraft:spawn_egg:56, Призвать существо - Гаст
minecraft:spawn_egg:57, Призвать существо - Свинозомби
minecraft:spawn_egg:58, Призвать существо - Эндермен
minecraft:spawn_egg:59, Призвать существо - Пещерный паук
minecraft:spawn_egg:60, Призвать существо - Чешуйница
minecraft:spawn_egg:61, Призвать существо - Ифрит
minecraft:spawn_egg:62, Призвать существо - Адский слизень
minecraft:spawn_egg:65, Призвать существо - Летучая мышь
minecraft:spawn_egg:66, Призвать существо - Ведьма
minecraft:spawn_egg:90, Призвать существо - Свинья
minecraft:spawn_egg:91, Призвать существо - Овца
minecraft:spawn_egg:92, Призвать существо - Корова
minecraft:spawn_egg:93, Призвать существо - Курица
minecraft:spawn_egg:94, Призвать существо - Спрут
minecraft:spawn_egg:95, Призвать существо - Волк
minecraft:spawn_egg:96, Призвать существо - Мууухомор
minecraft:spawn_egg:98, Призвать существо - Оцелот
minecraft:spawn_egg:100, Призвать существо - Лошадь
minecraft:spawn_egg:120, Призвать существо - Житель
minecraft:experience_bottle, Пузырёк опыта
minecraft:fire_charge, Огненный шар
minecraft:writable_book, Книга и перо
minecraft:written_book, Завершенная книга
minecraft:emerald, Изумруд
minecraft:item_frame, Рамка
minecraft:flower_pot, Цветочный горшок
minecraft:carrot, Морковь
minecraft:potato, Картофель
minecraft:baked_potato, Печёный картофель
minecraft:poisonous_potato, Ядовитый картофель
minecraft:map, Чистая карта
minecraft:golden_carrot, Золотая морковь
minecraft:skull:0, Череп
minecraft:skull:1, Череп Скелета-Иссушителя
minecraft:skull:2, Голова зомби
minecraft:skull:3, Голова
minecraft:skull:4, Голова крипера
minecraft:carrot_on_a_stick, Удочка с морковью
minecraft:nether_star, Адская звезда
minecraft:pumpkin_pie, Тыквенный пирог
minecraft:fireworks, Фейерверк
minecraft:firework_charge, Звёздочка
minecraft:enchanted_book, Зачарованная книга
minecraft:comparator, Компаратор
minecraft:netherbrick, Адский кирпич
